id,(Intercept),GroupP,GroupT2DM,GroupT2DM_P
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__[Eubacterium]_yurii_group,4.828552826189314,-0.8409323521131036,-2.4675295384403166,-1.3280434133338401
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_Incertae_Sedis;g__Phocaeicola,3.8411534829389007,-0.4325999996625086,-0.09635582903080284,0.4019759849584621
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia,1.612626388288995,-0.3587382942315454,-0.07489623297204596,-1.1102633390107541
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_UCG-001,3.1836698699629986,-0.5797020687436535,-0.03411467188494929,-0.06170000527726647
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae,2.097506946922879,-1.1940754530515862,0.34882055415869234,0.2173819993797822
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Pseudoramibacter,1.3690707710737844,-0.08008485771721877,-1.0227355513654055,-0.4366574897037329
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae_UCG-006,2.6345081834009885,-1.1073988408148951,-1.685909172985728,-0.9515201076424415
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Peptoanaerobacter,1.5307373557083384,0.5120102223697397,-0.11803940416721038,0.3754572381310229
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Candidatus_Saccharimonas,7.491880675042982,0.4472466880632525,-2.324901035701943,-1.3922658261779002
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio,5.425660398860506,-1.0806923438528417,-1.3075477997182037,-2.252099720654613
d__Bacteria;p__Bacteroidota;c__Bacteroidia;__;__;__,0.868531762482345,-0.4952816945488733,0.24579351968286736,-0.6110222907297758
d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma,5.7045836194401796,0.010520299574633529,0.3126490492490966,0.5209617555861302
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus,2.4842134077487974,-0.6177998550543511,-0.38765411375162345,-0.7156435641600271
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae;g__Defluviitaleaceae_UCG-011,3.2939014368984267,0.949488353741891,-1.11491552299542,-0.8750826029346992
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;__,2.5129304978763325,0.005179999525813194,-0.18236172937391884,-1.086936373943754
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia,0.8731911606592673,0.16953106598616652,-0.19493450634898604,0.15701014644901737
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_saphenum_group,0.649041360411596,1.2835796734838596,1.967643048137836,1.3113101263252247
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__W5053,0.9437515038413472,0.7726002065155262,0.34810016914167496,0.6140831905669968
